claim_id,dataset,detector,seed_or_seed_aggregation,phase_rule,nominal_fpr_target,evaluation_unit,analysis_detail,metric,metric_definition,exact_numeric_value,value_unit,ci_lower_95,ci_upper_95,ci_method,ci_source_csv,ci_source_rows,source_csv,source_file,source_rows,corresponding_figure,evidence_status
E000111,DS02 discovery,pca,-1,primary,0.01,pooled,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.03031389204718195,fraction difference,0.0180799251250858,0.05261046857831793,hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,results/final_validation/hierarchical_bootstrap_ci.csv,7,results/final_validation/canonical_results.csv,,9,,exploratory
E000112,DS02 discovery,pca,-1,primary,0.01,pooled,canonical,max_min_phase_ratio,Maximum divided by minimum of the three phase healthy row-FPRs.,27.749355955469294,ratio,,,,,,results/final_validation/canonical_results.csv,,9,,exploratory
E000113,DS02 discovery,pca,-1,primary,0.01,pooled,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.15555034579767904,fraction,0.10795916123433531,0.24694247605415273,hierarchical engine-then-flight bootstrap; threshold re-estimated; 2000 replicates,results/final_validation/hierarchical_bootstrap_ci.csv,8,results/final_validation/canonical_results.csv,,9,,exploratory
E000114,DS02 discovery,pca,-1,primary,0.01,pooled,canonical,score_only_phase_balanced_accuracy,Balanced accuracy of phase classification using detector score alone.,0.5101248348325783,fraction,,,,,,results/final_validation/canonical_results.csv,,9,,exploratory
E000115,DS02 discovery,pca,-1,primary,0.01,pooled,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.13157894736842105,fraction,,,,,,results/final_validation/canonical_results.csv,,9,,exploratory
E000116,DS02 discovery,pca,-1,primary,0.01,pooled,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,0.3157894736842105,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,9,,exploratory
E000117,DS02 discovery,pca,-1,primary,0.01,pooled,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.5,fraction,,,,,,results/final_validation/canonical_results.csv,,9,,exploratory
E000118,DS02 discovery,pca,-1,primary,0.01,pooled,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,4.434210526315789,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,9,,exploratory
E000119,DS02 discovery,pca,-1,primary,0.01,pooled,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,0.9868421052631579,fraction,,,,,,results/final_validation/canonical_results.csv,,9,,exploratory
E000120,DS02 discovery,pca,-1,primary,0.01,pooled,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,16.026315789473685,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,9,,exploratory
E000121,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.0233842461065324,fraction,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000122,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.0017698125861619286,fraction,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000123,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.0070376148379268505,fraction,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000124,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.05861026363673676,fraction,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000125,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.056840451050574836,fraction difference,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000126,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.05157264879880991,fraction difference,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000127,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,max_min_phase_ratio,Maximum divided by minimum of the three phase healthy row-FPRs.,33.1166498051869,ratio,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000128,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.211114607417947,fraction,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000129,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,score_only_phase_balanced_accuracy,Balanced accuracy of phase classification using detector score alone.,0.5085644804752123,fraction,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000130,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.2777777777777778,fraction,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000131,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,0.8333333333333334,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000132,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.9444444444444444,fraction,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000133,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,10.555555555555555,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000134,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,1.0,fraction,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000135,DS02 discovery,pca,-1,primary,0.02,engine_11,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,51.0,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,10,,exploratory
E000136,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.04044667072563237,fraction,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000137,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.022220406829507395,fraction,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000138,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.016058962758785992,fraction,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000139,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.07936210131332083,fraction,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000140,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.05714169448381344,fraction difference,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000141,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.06330313855453484,fraction difference,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000142,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,max_min_phase_ratio,Maximum divided by minimum of the three phase healthy row-FPRs.,4.941919506594607,ratio,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000143,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.26754221388367727,fraction,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000144,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,score_only_phase_balanced_accuracy,Balanced accuracy of phase classification using detector score alone.,0.46591308156383376,fraction,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000145,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.2571428571428571,fraction,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000146,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,0.8571428571428571,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000147,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,healthy_flights_with_alarm_cruise,Fraction of healthy flights with at least one cruise-phase false alarm.,0.6857142857142857,fraction,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000148,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,false_alarm_events_per_healthy_flight_cruise,Mean number of contiguous cruise-phase false-alarm events per healthy flight.,7.885714285714286,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000149,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,healthy_flights_with_alarm_descent,Fraction of healthy flights with at least one descent-phase false alarm.,0.9714285714285714,fraction,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000150,DS02 discovery,pca,-1,primary,0.02,engine_14,canonical,false_alarm_events_per_healthy_flight_descent,Mean number of contiguous descent-phase false-alarm events per healthy flight.,10.771428571428572,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,11,,exploratory
E000151,DS02 discovery,pca,-1,primary,0.02,engine_15,canonical,overall_fpr,"Healthy audit rows alarmed / all healthy audit rows, pooled or within engine as indicated.",0.026826805115935447,fraction,,,,,,results/final_validation/canonical_results.csv,,12,,exploratory
E000152,DS02 discovery,pca,-1,primary,0.02,engine_15,canonical,climb_fpr,Healthy climb audit rows alarmed / healthy climb audit rows.,0.0018241816802967881,fraction,,,,,,results/final_validation/canonical_results.csv,,12,,exploratory
E000153,DS02 discovery,pca,-1,primary,0.02,engine_15,canonical,cruise_fpr,Healthy cruise audit rows alarmed / healthy cruise audit rows.,0.007013803164627988,fraction,,,,,,results/final_validation/canonical_results.csv,,12,,exploratory
E000154,DS02 discovery,pca,-1,primary,0.02,engine_15,canonical,descent_fpr,Healthy descent audit rows alarmed / healthy descent audit rows.,0.07715749492094338,fraction,,,,,,results/final_validation/canonical_results.csv,,12,,exploratory
E000155,DS02 discovery,pca,-1,primary,0.02,engine_15,canonical,descent_minus_climb,Descent healthy row-FPR minus climb healthy row-FPR; percentage-point difference when multiplied by 100.,0.0753333132406466,fraction difference,,,,,,results/final_validation/canonical_results.csv,,12,,exploratory
E000156,DS02 discovery,pca,-1,primary,0.02,engine_15,canonical,descent_minus_cruise,Descent healthy row-FPR minus cruise healthy row-FPR; percentage-point difference when multiplied by 100.,0.0701436917563154,fraction difference,,,,,,results/final_validation/canonical_results.csv,,12,,exploratory
E000157,DS02 discovery,pca,-1,primary,0.02,engine_15,canonical,max_min_phase_ratio,Maximum divided by minimum of the three phase healthy row-FPRs.,42.29704516514502,ratio,,,,,,results/final_validation/canonical_results.csv,,12,,exploratory
E000158,DS02 discovery,pca,-1,primary,0.02,engine_15,canonical,worst_cross_phase_transfer_fpr,Maximum audit healthy row-FPR among off-diagonal calibration-phase to audit-phase threshold transfers.,0.27153078349969084,fraction,,,,,,results/final_validation/canonical_results.csv,,12,,exploratory
E000159,DS02 discovery,pca,-1,primary,0.02,engine_15,canonical,score_only_phase_balanced_accuracy,Balanced accuracy of phase classification using detector score alone.,0.5356941646937771,fraction,,,,,,results/final_validation/canonical_results.csv,,12,,exploratory
E000160,DS02 discovery,pca,-1,primary,0.02,engine_15,canonical,healthy_flights_with_alarm_climb,Fraction of healthy flights with at least one climb-phase false alarm.,0.17391304347826086,fraction,,,,,,results/final_validation/canonical_results.csv,,12,,exploratory
E000161,DS02 discovery,pca,-1,primary,0.02,engine_15,canonical,false_alarm_events_per_healthy_flight_climb,Mean number of contiguous climb-phase false-alarm events per healthy flight.,0.9565217391304348,events per healthy flight,,,,,,results/final_validation/canonical_results.csv,,12,,exploratory
